start	end	text
203240	207960	Eu acho que eu tive muita sorte de ter professores excelentes
207960	211320	que realmente estavam preocupados com o ensino da matéria.
211320	216720	São professores que têm experiência de mercado realmente, tinham trabalhado na área,
216720	219400	sabiam o que o mercado esperava.
219400	225640	Muitos deles tinham empresas também que alunos acabavam trabalhando nessas empresas.
225680	230080	E foi assim, para mim, pessoalmente foi uma experiência excelente.
230080	233760	Só que como todo mundo eu tive algumas dificuldades,
233760	236720	principalmente no início, como eu falei, eu não sabia o que esperar,
236720	239760	não sabia o que era desenvolvimento, o que era programação.
239760	244480	Então quando chegou a primeira aula sobre algoritmos, para mim aquilo foi um choque.
244480	249720	E já tinham pessoas na minha sala que tinham vindo de um segundo grau mais técnico
249720	253360	e já sabiam o que era programação, já sabiam declarar variáveis,
253400	255720	fazer um I, Fiel, C, um loop.
255720	258080	E para mim aquilo tudo foi muito novo.
258080	263160	Então eu tive bastante dificuldade no início, mas aí decidi estudar bastante,
263160	266160	passava depois da faculdade, ia para casa.
266160	269200	Nos primeiros semestres eu ainda não trabalhava,
269200	273480	então eu tinha tempo ainda de estudar nos dois primeiros semestres
273480	278480	e eu decidi entrar de cabeça mesmo e estudar bastante algoritmos,
278480	282000	fazer muitos exercícios, praticar, mas praticar bastante mesmo
282000	285200	até que aqueles conceitos entrassem na minha cabeça.
285200	290400	E no final do primeiro semestre foi quando as coisas começaram a fazer mais sentido para mim
290400	294000	e aí eu comecei a aprender de forma mais naturalmente,
294000	297400	incrementar o conhecimento de forma mais naturalmente,
297400	301120	porque eu tinha feito muitos exercícios, praticado bastante,
301120	302600	e aí começou a fazer sentido.
302600	305840	E como é que foi a chegada assim às primeiras linguagens de programação,
305840	307520	entendo que você aprendeu algoritmo e tal,
307720	311720	Como foi a primeira linguagem de programação que você teve de posição?
311720	315720	Foi, não é bem uma linguagem, mas eu aprendi com Portugal.
315720	319120	Na época era tudo no caderno mesmo, na folha de papel,
319120	322520	a gente não tinha acesso ao computador ainda no primeiro semestre.
322520	328120	Então era tudo no caderno, tudo escrito, todos os algoritmos escritos com Portugal.
328120	330920	Então a gente aprendeu a parte de declarar variáveis,
330920	336520	a parte de IF, ELSE, as condicionais, LOOPS, WHILE e POUR,
336520	340720	depois veio a parte de vetores e depois matrizes,
340720	343520	foi esse o escopo dos primeiros seis meses.
343520	346120	Depois que a gente aprendeu essa primeira parte,
346120	347920	a partir do segundo semestre,
347920	351120	é que a gente teve uma primeira linguagem de programação mesmo,
351120	355920	que aí foi com o Pascal, e aí o meu primeiro contato foi com o Pascal.
355920	360320	Você ainda se lembra dos primeiros programinhas que você escreveu usando o Pascal?
360320	362920	Eu acho que eu tenho até hoje uns arquivos salvo,
362920	365120	eu salava em disquete na época,
365120	367920	eu estava começando aí a era do DVD,
367920	370320	pendrive era uma coisa extremamente cara ainda,
370320	372120	eu lembro que eu comprei um pendrive,
372120	375320	porque depois a escola acabou trocando os computadores,
375320	379520	e aí para poder levar os exercícios, eu levava pelo pendrive.
379520	384920	E-mail ainda, a parte de armazenamento de e-mail era extremamente limitado na época,
384920	389320	era que você tinha o bol aí, dois megas de armazenamento,
389320	392520	que hoje é um e meio com uma foto, se você já tem aí dois megas,
392520	394320	mas era extremamente limitado,
394320	397920	por isso a gente usava mais a parte de disquete e pendrive.
397920	402520	Mas era um programa assim, bem simples, né, de você fazer leitura de teclado,
402520	404520	fazer algum tipo de cálculo, né,
404520	407920	que calculasse um triângulo, exósceles,
407920	410720	esses conceitos matemáticos, né?
410720	413320	E tinha os conceitos também de vetores, né,
413320	415920	dado tanto os alunos, calcular a média,
415920	421320	das notas dos alunos, enfim, esses exercícios mais clássicos mesmo com Pascal,
421320	423520	tanto em Portugal quanto com Pascal.
423920	425320	Bacana demais.
425320	430520	E como é que foi, assim, você disse que não trabalhava ainda nos primeiros períodos da faculdade,
430520	435720	mas como é que foi a evolução até você chegar ao teu primeiro emprego como programador?
435720	440720	Acho que foi no segundo, no terceiro semestre da faculdade,
440720	446920	a faculdade ela tem um programa de monitoria após as aulas, né?
446920	451120	Esse foi o meu primeiro emprego assim informal aí na área de TI,
451120	453720	porque a gente ganhava bolsa da faculdade, né,
453720	459320	então com isso eu conseguia 50% de bolsa de estudos sendo monitora, né?
459320	463920	Então eu fui monitora da parte de algoritmos, né, algoritmos 1 e 2 também,
463920	467320	estrutura de dados que acabou sendo aí no terceiro semestre.
467320	469720	Eu fiquei monitora por alguns anos,
469720	471720	porém a faculdade que eu estudei,
471720	474120	e isso é uma das coisas que eu acho legal, né,
474120	479320	acho que é uma oportunidade muito legal para quem tem a oportunidade de fazer faculdade,
479320	482520	que é a questão aí com o primeiro emprego, com o primeiro estágio,
482520	485520	que eu consegui graças à faculdade que eu estudava.
485520	490720	A faculdade ela até hoje, eles fazem parcerias com as empresas da cidade, da região,
490720	493720	para poder dar oportunidade aí para os alunos.
493720	497920	Então foi o meu primeiro estágio, que foi como desenvolvedora Java,
497920	503720	e eu estava no quarto semestre aí, já indo aí para o final do segundo ano da faculdade,
503720	506920	que foi que eu consegui o estágio pela coordenação.
506920	513120	Eu e um amigo meu que estudava comigo, nós dois fomos selecionados para trabalhar nessa empresa.
513120	516720	Só que na época a faculdade ainda não ensinava Java,
516720	521520	a gente só ia aprender Java a partir do quarto, quinto semestre, se não me engano,
521520	525720	não, do quinto semestre, para aprender os conceitos de orientação objetos.
525720	528920	Só que eu só tinha aprendido a parte de Pascal,
528920	533320	tinha alguns eventos, eu sou do Espírito Santo, né, eu fiz a faculdade lá em Vitória,
533320	536520	e estavam começando a ir eventos lá para o estado, né,
536520	542720	tinha a Escola Regional da SBC, que acontece em alguns estados, né, com algumas faculdades,
542720	547120	que são eventos um pouco mais acadêmicos, mas sempre tinham convidados, né,
547120	551720	pessoas que davam workshop de linguagens, coisas mais práticas assim também, né,
551720	553920	não tanta parte conceitual acadêmica.
553920	557120	Java na época, indo para a versão 5 do Java,
557120	561320	era uma linguagem que estava crescendo muito, né, estava ganhando bastante destaque,
561720	567520	e muitas empresas lá de Vitória e Vila Velha usavam essa linguagem,
567520	572320	então a faculdade ia começar a trocar toda a parte de Pascal para Java,
572320	575320	os professores estavam aprendendo Java também,
575320	579720	e com essa oportunidade de empregos, esses eventos acontecendo,
579720	584720	uma professora minha, professora Cintia, a gente formou um grupo de estudos, né,
584720	588520	tendo aí a professora aí, menturando a gente,
588520	591520	e a gente começou a estudar a parte de Java.
591520	594720	Pegamos também, isso foi durante as férias da metade do ano,
594720	598120	que ela passou tipo um projeto para a gente conseguir tentar fazer,
598120	600920	que foi um jogo da Forca, eu tenho esse jogo na Forca,
600920	605920	inclusive lá no meu GitHub, que foi o meu primeiro projeto assim mais complexo,
605920	609120	que eu fiz com Java, com isso a gente aprendeu os conceitos, né,
609120	613120	orientação objetos, a parte da sintaxe da linguagem, o que que era herança,
613120	617720	o que que era uma interface, e foi aprendendo aí dessa forma aí,
617720	622720	meio que ficando após a escola, né, na época eu estudava de manhã ainda,
622720	626720	então ficava umas duas, três horas após o término da escola,
626720	631720	para poder ficar estudando e nos finais de semana praticando esses projetos.
631720	636720	Eu basicamente sabia assim, bem o básico, básico mesmo de Java para começar o estágio, né,
636720	640720	e eu tive sorte também, porque foi realmente um estágio, né,
640720	644720	hoje quando você vê vagas de estágio, são vagas que pedem muitas coisas, né,
644720	651720	basicamente profissionais juniors, mas eu tive muita sorte mesmo de ter sido um estágio
651720	655720	e ter tido a oportunidade de estudar mesmo, né, de aprender as coisas,
655720	660720	eu não sabia o que que era controle de versão, eu não sabia o que que era banco de dados,
660720	663720	sabia que existia, né, mas eu não sabia fazer um select na base, por exemplo,
663720	668720	não sabia como conectar isso, mostrar, obter dados através do Java, por exemplo,
668720	673720	não sabia ir na base, pegar informações de uma tabela, não sabia nada disso, né,
673720	677720	então tudo isso eu tive oportunidade de aprender durante estágio.
677720	681720	E é bacana que você teve essa oportunidade de estágio como,
681720	683720	ou seja, esse aqui é um estágio, propriamente dito,
683720	688720	algo que você está aprendendo ao mesmo tempo que você está começando a dar os seus primeiros passos
688720	692720	na atividade de programação, e diferente, como a gente anda vendo hoje,
692720	698720	em uma forma tanto quanto abusiva, né, as pessoas pedindo até saber inglês
698720	702720	e programar 50 anos de experiência em alguma linguagem de programação
702720	706720	para pegar um estágio, né, que nada mais é do que uma forma de pagar poucas pessoas.
706720	710720	Mas enfim, voltando aqui para o nosso trilho, com relação ao estágio,
710720	716720	como é que evoluiu até você ter efetivamente o seu primeiro emprego que não era um estágio?
716720	722720	No estágio, como eu falei, né, eu não sabia nada, então eu acabei aprendendo muitas coisas.
722720	730720	Meu primeiro projeto no estágio foi fazer um programa Java que ia em um diretório FTP, né,
730720	736720	e obtinha arquivos XML. Eu não sabia o que era XML na época também,
736720	740720	então acabei aprendendo também sobre esses diferentes formatos de arquivos.
740720	746720	E pegar esse XML, parciar o XML, né, ler o XML e gravar os dados na base,
746720	750720	e depois que essas informações eram processadas pela base,
750720	756720	tinham procederes, né, para poder fazer o processamento e fazer as atualizações necessárias.
756720	763720	Era ler de novo do banco de dados, gerar um outro arquivo XML e colocar em outro diretório também ali via FTP.
763720	769720	Era um projeto bem simples, né, mas para mim foi uma tarefa que tinha muita complexidade, né,
769720	771720	já que eu não sabia nenhum desses conceitos.
771720	776720	Eu fiquei dois anos trabalhando nessa empresa que eu fiz o meu primeiro estágio,
776720	783720	e depois eu tive minha segunda oportunidade de emprego, que foi também como desenvolvedora Java.
783720	788720	Nessa época eu já tinha um pouco mais de conhecimento em desenvolvimento web, né.
788720	791720	A gente não tinha essa questão de front-end e back-end, era desenvolvimento web.
791720	799720	Você usava, por exemplo, Java com servlets, JSP, né, você tinha um pacote completo ali com os frameworks da época,
799720	804720	que era o Struts e também tinha o JSF aí que estava bastante em alta.
804720	807720	E foi essa a segunda oportunidade.
807720	814720	E uma coisa legal, né, que é uma coisa importante também que a gente sempre fala para as pessoas que estão começando com essa parte de tecnologia,
814720	822720	que é investir na parte de networking, né, de você conhecer pessoas, de criar relacionamentos, manter esses relacionamentos.
822720	826720	E tem a oportunidade também de você fazer aí novas amizades e tal,
826720	833720	que essa segunda oportunidade de emprego que eu consegui foi através da monitoria que eu dava na faculdade.
833720	839720	Mesmo com o meu estágio, eu continuava dando monitoria aos sábados.
839720	846720	E tinha uma outra pessoa também que era monitora e essa pessoa trabalhava nessa outra empresa e falou,
846720	853720	a gente está com vaga aberta lá, você não quer aplicar e lá fazer uma entrevista, bater um papo, isso dá tudo certo, né, você é contratada.
853720	861720	Eu topei, né, fui lá, bati o papo com as pessoas da empresa e acabei sendo contratada aí por essa segunda oportunidade, né.
861720	872720	Então, o que a gente fala, né, o que indica é uma coisa aí bem importante, por isso essa importância do networking também aí na nossa área.
872720	879720	Esse networking é fundamental, né, é interessante também como é que o universo conspira, né, de forma bem interessante, né.
879720	889720	Você na monitoria, você conhece uma outra pessoa que acaba de uma certa forma abrindo uma porta que te gera uma outra oportunidade, é bacana demais de ver isso.
889720	895720	E como é que foi essa outra oportunidade, como é que a tua carreira profissional evoluiu no Brasil?
895720	903720	Essa segunda oportunidade também foi vitória e durante o estágio eu já tinha começado a trabalhar um pouco com essa parte de web, né,
903720	907720	que a gente chama de web 2.0, estava começando, né, estava engatinhando.
907720	916720	Então, a parte de comunicação do HTML, né, do JavaScript com um API era através de JSON,
916720	923720	então isso era uma coisa nova também que estava sendo introduzida, o Gmail estava sendo lançado, né, com aquela questão do AJAX,
923720	933720	que você pode passar para uma outra página, é clicar em um link e abrir uma outra página sem dar o refresh na página completamente, né, você manter ali no browser.
933720	937720	Então isso era uma coisa bem moderna, muito hype para época, né.
937720	946720	Então eu tive essa oportunidade de começar a aprender e na segunda oportunidade foi com a parte mesmo de desenvolvimento web
946720	958720	e lá eu usava Struts e JSP, o Spring, que é um framework do Java, também já existia na época, mas era uma coisa que poucas pessoas ainda utilizavam,
958720	969720	existiam muitas palestras na época sobre o assunto, mas o Struts era um dos frameworks que eram aí os líderes de mercado, né, juntamente com o JSF,
969720	975720	que era da própria especificação do Java, mas foi basicamente com isso, eu trabalhava para um banco local,
975720	985720	era uma empresa que dava consultoria para um banco local, então foi meu primeiro contato aí com o ramo financeiro de desenvolver sistemas para banco.
985720	993720	E, Lohiane, como é que surgiu o teu interesse por escrever livros e como é que foi escrever o primeiro livro para você?
993720	1004720	Depois que eu estava nessa segunda oportunidade surgiu a oportunidade de se mudar para Campinas, em São Paulo, né, e essa oportunidade era para trabalhar na IBM.
1004720	1020720	Até então eu tinha trabalhado em empresas locais, né, com clientes brasileiros mesmo, e essa oportunidade na IBM, em Campinas, era para trabalhar para uma conta, né, para um cliente daqui dos Estados Unidos.
1020720	1027720	Então o ambiente todo, né, as reuniões, os e-mails, ia ser tudo em inglês.
1027720	1041720	E quando eu fiz essa mudança do Espírito Santo para Campinas, essa parte do inglês foi introduzida, eu senti muita necessidade de começar a praticar um pouco mais, praticar tanta a leitura, né, a parte de escrita,
1041720	1050720	porque tinha que escrever muitos e-mails, né, a gente não fazia tanta reunião, né, não era como as coisas são hoje, né, toda parte por Zoom ou por Teams,
1050720	1061720	e na época era muita coisa por telefone mesmo e muita coisa por IM mesmo, né, pelo MSN que a gente utilizava.
1061720	1067720	Então eu tinha essa necessidade de praticar mais o inglês, com isso eu acabei criando o blog na época.
1067720	1080720	Eu já tinha um blog em português, que eu comecei quando eu ainda morava lá no Espírito Santo, e com essa mudança para São Paulo, eu comecei a escrever no blog em inglês mesmo para poder treinar.
1080720	1088720	Naquela época eu comecei a trabalhar com o XJS, não era Sencha ainda, né, ainda era apenas XJS.
1088720	1094720	Com isso eu comecei a documentar as coisas que eu estava trabalhando e comecei a estudar mais o framework mesmo.
1094720	1105720	E publicando, né, material em inglês sobre XJS, a editora entrou em contato comigo, eles tinham gostado dos artigos que eu tinha publicado no meu blog,
1105720	1113720	e eles ofereceram aí a oportunidade de escrever o primeiro livro. Então foi assim que surgiu essa história do livro.
1113720	1124720	Eu fui aceitando, né, porque é um sonho de escrever, a gente não tinha outras pessoas brasileiras escrevendo o livro para fora também, era uma coisa meio que estava no início ainda.
1124720	1135720	Então para mim foi uma super oportunidade assim, então a gente não nega quando aparecem essas coisas assim uma vez na vida, então vamos ver o que dá.
1135720	1143720	E foi, né, acabei publicando aí o primeiro livro e depois disso vieram outros convites para poder participar.
1143720	1150720	Teve um convite que veio pelo LinkedIn, então é uma coisa bacana de você manter um perfil no LinkedIn.
1150720	1160720	O LinkedIn era um pouco diferente do que é hoje, né, na época era muito mais voltada para o mercado profissional mesmo, não somente assim como rede social,
1160720	1172720	mas era bem só um local que você ia lá e colocava o seu currículo e um outro contato surgiu através do GitHub, porque eu comecei a colocar também exemplos dos posts que eu estava fazendo para o blog.
1172720	1183720	No GitHub teve uma pessoa da editora que viu o repositório, gostou dos exemplos, não tinham exemplos iguais na época, né, que outras pessoas estavam fazendo também,
1183720	1190720	foram exemplos meio que inéditos e aí também surgiu a oportunidade para escrever o livro através do GitHub também.
1190720	1200720	E você já está com quantos livros publicados até hoje? Eu vi recentemente você escreveu no Twitter lá que acho que já está com o título seu publicado até em chinês, correto?
1200720	1207720	Isso, são total de cinco livros, mas são oito títulos, né, porque tiveram segunda e terceira edições.
1207720	1220720	Algumas edições são completamente diferentes, né, mas o, por exemplo, de estrutura de dados que está na terceira edição agora foi meio que forma incremental, né, a cada edição a gente vai fazendo a revisão e também colocando mais coisas.
1220720	1233720	E, Lohiane, como é que surgiu a ideia do canal no YouTube, onde você ajuda tanta gente a aprender Java, Angular e um monte de outra coisa, como é que pintou essa ideia para você fazer isso?
1233720	1250720	Então, na época, como eu escrevi o livro em inglês e o livro foi lançado em inglês, as pessoas começaram a cobrar, né, poxa, Lohiane, você é brasileira, está escrevendo livro em inglês, né, e não tinha muitas informações em português.
1250720	1266720	Eu tinha o meu blog em português também, na época eu escrevia os artigos em inglês e acabava fazendo assim uma ou duas semanas depois, publicava a tradução em português, mas a parte do livro mesmo, assim, o conteúdo mais completo não tinha.
1266720	1272720	E com esse puxão de orelha que o pessoal me deu, eu falei, tá bom, então vou começar a criar vídeos.
1272720	1301720	A pessoa estava começando a investir um pouquinho mais no YouTube, né, a gente já tinha, acho que tinham dois canais do YouTube que publicavam material, era um tal de Ricardo, ele tinha um curso de Java publicado no YouTube e o canal da EXScript, que também tinha no YouTube, então falei, bem legal esse formato, curti esse formato, né, e comecei a fazer aí os screencasts, como a gente chamava na época, né, lá para o YouTube,
1301720	1310720	que foi começando com o XJS, e aí depois esse formato de vídeo, né, começou a tomar mais popularidade e eu comecei a focar mais nessa parte de vídeo.
1310720	1322720	E, Lohiane, como é que surgiu a oportunidade de mudança para os Estados Unidos? Você mencionou que você estava na IBM e, eventualmente, você vai para os Estados Unidos, como é que apareceu essa oportunidade na tua vida?
1322720	1340720	Eu fiquei dois anos na IBM e aí o projeto que a gente trabalhava acabou. Tinha a oportunidade de você ser realocado dentro da IBM mesmo, porém eu comecei a ver outras oportunidades fora da IBM também e Campinas e São Paulo, né, são, são
1340720	1353720	são, são cidades bem próximas aí, questão de uma hora, uma hora e meia aí, dependendo do, do trânsito. Só que tem uma diferença salarial bem grande, né, até por conta mesmo também do, do custo de vida entre as cidades.
1353720	1379720	E eu comecei a ver coisas em São Paulo, na capital, que foi onde eu apliquei para uma vaga no Citibank e essa vaga deu certo e trabalhei bastante tempo lá em São Paulo, né, eu fiquei 7 anos no Citibank em São Paulo, estou lá até hoje, né, fiz aí 11 anos de empresa e a empresa mesmo ela tem um programa de
1379720	1397720	transferência, né, então você pode fazer a mobilidade interna dentro da empresa, seja para outros times, outras áreas, né, e também a mobilidade internacional. E aí como tinha essa oportunidade, isso foi uma coisa que eu tentei explorar.
1397720	1416720	Eu e meu esposo, a gente tinha vontade sempre de morar fora do país e a gente fez assim muita pesquisa mesmo, a gente passou mais de um ano pesquisando o local que a gente queria morar, um local que faria sentido para a gente, né, culturamente, né, e também o futuro que a gente queria ter.
1416720	1444720	Então a gente pesquisou sobre Austrália, Nova Zelândia, alguns países da Europa, Canadá também, Estados Unidos e como eu já estava na empresa e o meu time era todo aqui dos Estados Unidos, era um time que fica, né, em New Jersey, que é do lado de Nova York, eu queria explorar essa opção e foi um dia durante essas revisões aí de performance também, né, e durante os 101 que eu tinha com meu gerente, falei, olha, eu tenho muita vontade de morar fora.
1445720	1466720	Se um dia surgir oportunidade, por favor, lembra de mim que eu tenho esse interesse. Eu já tinha ido para Nova York, que é trabalho, né, fazer treinamento, dar workshop para o time também de XGES, HTML5, esses tópicos e eu tinha gostado bastante, falei, poxa, isso é uma coisa que eu gostaria, né, de fazer, de ter essa nova vida nos Estados Unidos.
1466720	1486720	E quando surgiu a oportunidade de transferência, foi para a Flórida, em Tampa. Nunca tinha pisado na Flórida, primeira vez que eu pisei na Flórida foi o primeiro dia que a gente passou a vir para cá, né, morar aqui, saiu do aeroporto, eu não sabia para onde ir nem nada e a gente está aqui até hoje, né, vai fazer cinco anos agora.
1487720	1493720	E como é que foi a adaptação, a chegada aos Estados Unidos e conhecer um lugar totalmente novo, como você falou?
1493720	1506720	O legal aqui da Flórida é que é o clima, é muito parecido com o Brasil, né, esse clima tropical, só que é muito mais úmido, é muito úmido e muito, muito mais quente que no Brasil.
1506720	1529720	Então, esse meio que acabou ajudando também na adaptação. E aqui, por ser um estado que tem muitos imigrantes, né, tanto imigrantes latinos, quanto também tem uma comunidade brasileira muito grande aqui, a gente tem um acesso, né, a produtos internacionais também que acaba ajudando na adaptação, né, principalmente aí no início.
1529720	1543720	Só que é um aprendizado completamente novo, né, tem a parte cultural não é muito diferente do Brasil, né, a gente está no mesmo continente, né, então isso não é um choque muito grande.
1544720	1555720	Até no Brasil mesmo a gente consumia muito conteúdo também aqui dos Estados Unidos, né, consumia música, consumia filmes, seriados, né, então você acaba já meio sabendo o que esperar.
1555720	1574720	Só que como você está mudando para um outro país, você acaba aprendendo tudo do zero. Como é que funciona um médico aqui, como é que você marca o médico, como é que você compra um carro, como é que funciona o seguro do carro se você precisar, como é que funciona a questão do plano de saúde aqui nos Estados Unidos, né, que é uma coisa diferente.
1574720	1596720	A parte de direção é meio que igual em qualquer lugar do mundo, né, as regras, as leis básicas, mas tem as diferenças também que você precisa aprender, você tem que tirar a carteira de motorista, né, tem que fazer todas essas pequenas coisas, né, supermercado, então você acaba aprendendo várias coisas do zero.
1596720	1614720	E até hoje tem coisas que a gente não sabe, que a gente ainda está aprendendo como lidar com isso, que são aprendizados novos aí todo mês, todo ano, enfim, é uma experiência diferente, né, e depois você acaba acostumando com as coisas também, né, então isso é uma coisa interessante e engraçada ao mesmo tempo.
1614720	1643720	A gente acabou de fazer uma viagem para o Brasil, né, três anos aí, sem ver a família por conta da pandemia, e aí você, sem querer, você acaba comparando umas coisas e fica vendo coisas que você fazia no Brasil, fazia um parte do seu cotidiano antes, mas agora, como você está muito tempo sem fazer aquilo, você fala, é familiar, mas é estranho ao mesmo tempo, né, então tem essa questão aí do novo, do ser estranho e das coisas que você ainda estava acostumado.
1643720	1646720	Então é uma experiência bem interessante.
1646720	1654720	Com toda certeza. Você passou por dois furacões recentemente, pode compartilhar um pouquinho como foi essa experiência para você, hein?
1654720	1672720	Isso, o furacão teve o Ian, o Ian infelizmente foi um furacão que chegou com quase categoria 5, categoria 5 para quem não sabe é a máxima, então é basicamente destruição total, faltou acho que apenas 10 milhas por hora na direção do Ian, né,
1672720	1692720	por hora na direção do vento, é um furacão de chega aí para quase 200 km por hora de vento, né, infelizmente bateu na Flórida e as cidades costeiras onde foi que a gente fala que é o landfall, né, que é quando o furacão toca na terra e quando está no oceano consegue ganhar muita velocidade,
1692720	1694720	foi de destruição total.
1694720	1717720	Onde a gente mora agora? A gente está mais ou menos no meio do estado, né, e a Flórida para quem não conhece é um estado bem pequenininho, né, tipo um Espírito Santo ou um Rio de Janeiro da vida, né, são estados compridos, né, mas de leste a oeste, assim, a largura é bem curta, né, então você consegue aí com algumas horas de carro você consegue passar por tudo.
1717720	1727720	Como a gente está no meio, a gente está mais ou menos a uma hora, uma hora e meia de distância dos dois lados do oceano, né, tanto do oceano Atlântico quanto do Golfo do México.
1727720	1739720	O Ian passou bem perto daqui, né, não foi no cone em si, quando o furacão ele chega na parte da terra ele perde um pouco de força, né, ainda bem, e passou aqui perto.
1739720	1757720	A gente estava no Brasil quando passou o Ian, né, mas tem a preocupação porque se vê as notícias é a cidade aqui onde a gente mora aqui do lado ficou completamente debaixo d'água, né, porque veio muita chuva e não tem como escorrer água assim em um curto período de tempo.
1757720	1765720	Teve alguns danos aqui no nosso bairro, né, telhado que acaba tendo dano, né, as cercas também.
1765720	1776720	Aqui em casa a gente teve uns danos na cerca, mas nada muito drástico assim, né, que você consegue, né, consertar isso e graças a Deus aí tudo certo.
1776720	1784720	E essa semana agora, né, que passou a Necole também, esse foi um furacão que veio pelo lado do oceano Atlântico.
1784720	1801720	Ninguém estava esperando mais um furacão porque já é novembro, né, geralmente a temporada de furacões ela acontece de julho a novembro, mas geralmente lá para setembro, outubro que a gente fica mais alerta, né, que é por questões das mudanças que vão acontecendo no clima, né, da troca da estação.
1801720	1806720	É que fica um ambiente mais propício aí para o início, né, para a origem dos furacões.
1806720	1815720	E a Necole meio que veio aí de surpresa para todo mundo e apesar de ter vindo com categoria 1, teve também muito alagamento na área costeira.
1815720	1817720	Passou alguns quilômetros daqui.
1817720	1820720	É aqui em casa também, graças a Deus, não teve nenhum dano.
1820720	1825720	O vizinho perdeu parte da cerca aqui, mas é algo que ele consegue acertar também.
1825720	1832720	Mas é isso, né, é a Mãe Natureza agindo e a gente está aqui meio que de passagem.
1832720	1837720	Enfim, é meio que aterrorizante para a gente que não tem essas coisas no Brasil, né.
1837720	1844720	Eu lembro que a primeira vez que a gente chegou aqui na Flórida e anunciaram um furacão, a gente ficou desesperado.
1844720	1852720	Então aqui a gente sempre estoca água, sempre tem água estocada aqui em casa, para pelo menos alguns meses, uns dois, três meses.
1852720	1854720	E muita coisa enlatada.
1854720	1864720	A gente não tem essas coisas no Brasil, né, mas aqui nos Estados Unidos tem carne enlatada, né, frango, sopa, feijão enlatado, que é questão de você esquentar.
1864720	1870720	Então o que o pessoal acaba fazendo é sempre ter aqueles fogonzinhos, né, de uma boca de acampamento.
1870720	1877720	Para casos como esse, as empresas acabam desligando a energia para poder evitar danos na rede.
1878720	1882720	No IA a gente ficou aqui dois dias, quase três dias sem energia.
1882720	1885720	Perdemos tudo que a gente tinha na geladeira, infelizmente.
1885720	1891720	É, e justamente para casos como esse, né, você ter água para você até poder também se limpar.
