start	end	text
234120	242040	que foi uma saída assim da trajetória. Fui trabalhar com música, com produção executiva e a gente
242040	247800	fala um pouco mais na frente, mas... E depois voltei para a faculdade. E aí o mais interessante é que eu
247800	254160	voltei para o Hergill, mudei para a estatística e aí foi no IME, no Instituto de Matemática e Estatística,
254160	260520	que não era a melhor faculdade de estatística, com certeza. Assim, era um curso, nosso curso foi muito
260520	266040	fraco porque, como a gente sabe, faculdade pública, você não tem um monte de aula, professor não
266040	274280	tinha o SPSS, as aulas foram muito básicas, eu não tive programação na faculdade, né? Você não tinha
274280	278520	acesso a computador, por exemplo, era muito difícil você ter acesso a computador, você não tinha assim
278520	286280	um laboratório com um bom computador, então a gente usava muito programas que eram tipo Excel,
286280	294920	SPSS, se usasse, era muita coisa na mão, né? Mas aprendi, eu diria, o básico para conseguir seguir
294920	301280	a gente. Gabriela, você partiu para música antes de você fazer o teu mestrado em Epidemiologia,
301280	307120	como é que foi esse timeline? Exatamente, foi quando eu estava fazendo a faculdade, eu parei a faculdade
307120	311840	e falei não, eu gosto muito de música, sempre gostei de música e estava fazendo um paralelo,
311840	318120	mas não estava dando para conciliar tudo. E eu falei não, vou fazer a história de música, eu pegava
318120	322080	uma matéria, duas matérias na faculdade, mas o negócio não foi indo porque realmente eu queria focar
322080	327640	em música, eu comecei a fazer curso, aí fiz curso de como é que você faz a produção de um show,
327640	334600	né? Então como é que você tem o pré-show, o durante o show e o após-show? Fiz até um workshop que foi
334600	339560	com a banda do Djavan, que foi muito legal, todo mundo estava lá menos o Djavan, a banda inteira,
339560	345600	mas a história era essa, de como é que você começa a produzir o show antes, durante e depois.
345920	353800	E nesse foi o mais foco dos equipamentos e tudo mais. Então durante alguns anos, quando parei a
353800	360160	faculdade, eu fiquei trabalhando com algumas bandas, primeiro com duas bandas que eram pequenas,
360160	365680	em que eu fazia essa parte dos shows, achava lugar para as bandas tocarem, ia distribuir
365680	371880	filipeta na rua, ia para redação do jornal, bati lá na porta do jornal e falava olha, porque lembrando
371880	377880	os nomes internet. Então era tudo assim pessoa a pessoa, você ia no escritório e falava com as
377880	383920	pessoas. Então eu me lembro claramente de pegando ônibus, batendo na porta do Jornal Globo, ou do
383920	388960	Jornal do Brasil, já sabia quem eram as pessoas que eu tinha que procurar, ia atrás daqueles
388960	395080	jornalistas, levava minha pastinha com as informações sobre o show e tentava convencer a pessoa a
395080	401000	escrever alguma coisa sobre lançamento, sobre o show, ou a programação com shows da semana,
401000	404920	tentava ali fazer com que eles botassem alguma coisa no jornal para que a gente tivesse público.
404920	410040	E durante o show era ter certeza que está tudo funcionando, a gente tem todos os equipamentos
410040	414440	que a gente precisa, vai buscar o equipamento que falta, porque na casa de show não tem esse tipo de
414440	419880	equipamento, faz a parte da bilheteria, vai pagar os direitos autorais. Então é um monte de coisa que
419880	426120	eu tinha que fazer, mas que foi bem legal para quem está ouvindo, duas dessas bandas, elas hoje em dia,
426200	433040	elas se reuniram de novo, elas formam hoje em dia uma banda chamada Banda At Chicas, em que são
433040	441240	quatro integrantes, Paula Leal, Isadora Medella, Amora Pêra e Fernanda Gonzaga, e Fernanda Gonzaga e
441240	449560	Amora Pêra são conhecidas assim porque são filhas do Gonzagão, grande mestre, e foi isso,
449560	454920	depois eu trabalhei com uma outra cantora chamada Thais Gullim, também fazendo mais ou menos a mesma
454920	460440	música, então foi um período ali que eu fiquei trabalhando nisso e deixei um pouco a faculdade de lado.
460440	466360	Como é que pintou o desejo de fazer o mestrale, você fez o mestrale em epidemiologia,
466360	470200	e você fez um trabalho sobre poluição no arco, como é que você está trabalhando com música,
470200	475880	como é que pintou esse desejo de mudar e ir para a epidemiologia fazer esse mestrado na Fiocruz?
475880	481280	A história da música eu achava que não tinha muito para onde ir, para onde crescer, acho que
481360	485840	aquela coisa, você tem que fazer faculdade, você tem que fazer o caminho tradicional se você quiser,
485840	494360	um emprego, então voltei para a faculdade, me formei, mas durante a faculdade, nos últimos anos da faculdade,
494360	502160	surgiu uma oportunidade de iniciação científica, então uma professora dividiu com a turma falando,
502160	508240	olha, aqui sabendo que tem essa vaga nesse laboratório de epidemiologia, em que eles estão procurando
508240	515920	bolsistas, eles oferecem essa bolsa, eles trabalham com poluição do ar, e aí me candidatei, fiz entrevista,
515920	522320	e passei, então durante essa época da faculdade da estatística, eu comecei a trabalhar nesse laboratório
522320	530000	de epidemiologia com poluição do ar, e a grande maioria do pessoal do laboratório eram pessoas ou
530000	536560	estatísticos, ou epidemiologistas, ou misto dos dois, então todo mundo meio que seguiu o mesmo caminho,
536640	541840	fez estatística na faculdade, foi fazer um mestrado em epidemiologia, ou doutorado em epidemia,
541840	548240	ou estatística, e ficou nessa área, então quando eu já estava trabalhando como bolsista nessa área,
548240	554520	e não tinha muita perspectiva do que fazer depois da faculdade, eu falei, bom, acho que o caminho natural
554520	560840	seria fazer um mestrado, daí a história do ir fazer um mestrado em epidemiologia, foi porque tinha essa
560840	566600	informação, e a história da poluição do ar é o que a gente fazia, que trabalho muito interessante,
566600	574520	em que a gente analisava quais eram os efeitos na saúde das pessoas da poluição do ar, então a gente
574520	581080	pegava várias cidades do Brasil, apesar de estarmos ali no Rio de Janeiro, tinha dados de algumas cidades
581080	588640	do Brasil, e até a gente fez estudos em conjunto com outras cidades da América Latina, que também a gente
588640	594680	fez uma framework que todo mundo utilizava, e que curiosidade, foi ali que eu tive minha primeira
594680	602520	introdução ao R, foi ali que eu aprendi e descobri o que era a linguagem R, porque era o que a gente
602520	609360	estava usando na época para fazer essas análises. Eu acho sempre incrível a trajetória das pessoas,
609360	616320	que você vai para música e você começa a ajudar um monte de bandas e tal, mas aquilo te dá uma
616320	620960	oportunidade de gerenciar projetos também, de certa forma, você tem esse conhecimento que você
620960	626160	adquiriu fazendo isso também, e você vai para a área de epidemiologia e pinta aí a oportunidade
626160	633240	de aprender R, né? Conta para a gente como é que pintou essa oportunidade de você fazer mestrado
633240	637600	na Califórnia, você fez o mestrado aqui com a Fiocruz, na área de epidemiologia, e se eu entendi
637600	643320	bem na tua trajetória, você foi para a California State University fazer o mestrado também, conta um
643320	648720	por um, como é que aconteceu isso? Estava trabalhando já fazendo mestrado e fazendo esse trabalho com
648720	654560	o pessoal do Laboratório de Epidemiologia, pintou essa oportunidade, né? Pensei por que não tentar
654560	661040	uma coisa fora, surgiu a oportunidade de tentar o mestrado e quando eu pensei no mestrado, acho que
661040	665400	a pergunta que as pessoas fizeram, por que você não vai fazer um doutorado, já que você está no seu
665400	671920	mestrado, vai terminar e você não faz um doutorado após? Para ser bastante sincera, eu já estava um
671920	676840	pouco mais assim avançada na idade, eu terminei a faculdade muito tarde, falei eu não tenho mais
676840	684080	força para ficar seis anos, cinco anos, porque o PhD aqui ele pode variar, ele pode ser em quatro
684080	689240	anos, tem gente que leva em seis, sete, não é certo que você vai terminar em quatro anos, eu falei eu
689240	695680	não tenho mais essa força de ficar estudando no meio acadêmico, eu quero, se eu for sair para fora,
695680	701880	se eu for para um outro lugar, eu quero ali estar realmente dentro do que está acontecendo, eu quero
701880	710080	estudar, mas eu quero também de repente ir para a indústria, né? E trabalhar em empresas e aí surgiu
710080	717080	conseguir, enfim, passar nesse mestrado aqui na Califórnia e quando eu estava também aplicando
717080	722640	para as faculdades e fazendo a parte de pesquisa saber o que as faculdades ofereciam, uma coisa que
722640	729080	me conta foi o seguinte, eu queria algo que me trouxesse algum tipo de valor, mas que não fosse
729080	735600	pesado em termos de que eu conseguiria ter uma vida em paralelo, então a minha decisão foi, eu vou
735600	742080	escolher estatística, porque eu já tenho esse background em estatística e o meu objetivo é aprender
742080	747560	como é que eu falo os termos da estatística em inglês, então esse foi o maior foco, como é que eu
747560	754240	faço, explicar o que eu faço em inglês, como é que eu posso explicar a teoria ou as técnicas
754240	758680	estatísticas em inglês, então esse foi o meu foco, da escolha do mestrado, que foi um mestrado assim
758680	765520	relativamente aplicado, não teve muita coisa que eu não conhecia, assim, a grande maioria eu já sabia,
765520	770040	mas teve com certeza a dificuldade porque agora era em inglês.
770040	778360	Conta um pouquinho sobre essa dificuldade do inglês e como é que foi o teu aprendizado e evolução no domínio do idioma.
778360	784920	É, eu digo assim, até hoje para mim é difícil, eu não tenho facilidade com línguas, para mim é super difícil,
784920	791400	sim, quando eu estou em reunião não é uma coisa que vem e que eu consigo entender completamente o que as pessoas
791400	797680	estão falando, eu acho que tem pessoas que têm facilidade, em que elas pegam uma língua, vão para outra
797680	805200	e isso flui, mas para mim não foi assim, então durante os primeiros meses ou talvez o primeiro ano da faculdade
805200	811360	eu gravava as aulas, com permissão dos professores, porque eu falava, olha, tem muita coisa que eu não consigo entender,
811360	817480	então quando eu voltava para casa eu ia escutar as aulas de novo para entender o que os professores
817480	823160	estavam falando, fora que tem muitos professores que são de outros países em que o inglês não é também
823160	829880	a primeira língua, então tem o sotaque, então tem várias outras nuances em que a gente não consegue entender,
829880	836840	o curso de estatística não foi nem tão difícil, o que foi mais difícil foi o inglês mesmo, então é uma coisa que eu ainda
836840	844040	sinto dificuldade, não acho que eu estou assim 100% que eu entendo tudo, chegando ao final do dia estou exausta
844040	850040	de tanto falar inglês, de tanto ficar ali absorvendo o conteúdo em inglês.
850040	855600	Cabriela, como é que foi quando você terminou o mestrado na Califórnia, assuma que você foi direto do mestrado
855600	859600	no mercado de trabalho americano, como é que foi essa entrada no mercado para você?
859600	865160	Foi bastante diferente porque eu não tinha experiência de mercado, eu não tinha experiência de entrevista,
865160	871600	eu não tinha experiência de como se vender durante uma entrevista, eu não tinha experiência de nem como escrever
871600	878760	um currículo que fosse voltado para a indústria, então eu fiz algumas entrevistas e eu me lembro,
878920	885480	eu me lembro claramente a primeira entrevista que eu fiz que foi para um estágio, uma empresa que nem existe mais,
885480	891480	que era uma empresa como se fosse de, não é bem TV a cabo, mas que eles tinham esse aparelhinho que você gravava
891480	898040	os programas da TV, e aí fui fazer uma entrevista com eles e duas coisas foram bastante interessantes nessa entrevista,
898040	905320	o primeiro que quando a pessoa me perguntava eu respondia e ponto, então a pessoa perguntava,
905560	914360	você tem experiência estatística? Sim, tenho experiência estatística, me fala um pouquinho aí da sua trajetória acadêmica,
914360	920520	eu era muito resumida nas coisas que eu falava, eu não expandia e tentava ali vender meu peixe,
920520	926760	então essa foi a primeira lição que não, as pessoas vão te fazer perguntas, mas você tem que estar preparado
926760	931640	para vender seu peixe ali, vender o que você tem para oferecer, essa foi a primeira,
931800	937960	e a segunda que eu fiquei muito chateada nessa entrevista que eu me lembro claramente que a pessoa chegou para mim e falou assim,
937960	946680	mas se você tivesse que dar uma nota para sua habilidade em Excel, qual seria?
946680	954120	E eu falei algo do tipo cinco e ponto, eu não falei mais nada, e aí eu acho que aquilo ali foi tipo,
954120	959960	olha, realmente você não está boa para essa vaga, então olhando para trás e eu fui aprendendo com a forma,
960040	965000	eu fui fazendo outras entrevistas era que ao invés de ter falado só assim, o que eu poderia falar assim,
965000	970840	olha, não é uma ferramenta que eu utilizo todos os dias, eu utilizo uma linguagem de programação R,
970840	976440	mas isso não quer dizer que eu não posso aprender o que for para efetuar esse trabalho,
976440	980520	contar uma história um pouquinho e trazer sempre o que você tem de forte,
980520	986200	eu acho que eu fui aprendendo conforme eu fui fazendo as entrevistas, o que eu tinha que fazer,
986280	991240	o que eu tinha que falar, como é que eu tinha que me vender, o que seria legal eu falar mais,
991240	999880	o que seria legal falar menos, então de novo, sempre aprendendo a tentar entrar naquele sistema das entrevistas.
999880	1006920	As entrevistas são geralmente complicadas, porque quem está entrevistando não conhece você
1006920	1012520	e a única coisa que a pessoa sabe é basicamente o que está escrito no teu resume, no teu currículo,
1012600	1016920	então é importante isso que você está exatamente escrevendo aí de ter oportunidade,
1016920	1022120	você sabe programar isso? Não, não sei, mas eu sei nessa outra coisa aqui, já fiz isso, já fiz aquilo,
1022120	1028280	é bastante importante você entender o que você tem de bagagem que possa ser transferível para aquela
1028280	1033240	vaga que você está empregando. Como é que foi a tua entrada? Você passou por várias entrevistas
1033240	1036920	e se eu entendo bem você foi trabalhar com startups nos Estados Unidos,
1036920	1039400	conta um pouquinho sobre essa fase da tua vida para a gente.
1039480	1048120	É, a primeira empresa que eu fui trabalhar se chamava Alpine Data Labs, em que a ideia dessa empresa
1048120	1054360	era o seguinte, eles tinham essa plataforma que aliás está super na moda, que era a história do
1054360	1060760	Low-Code No-Code, em que você não precisa escrever código para fazer suas análises, no caso de
1060760	1067480	ciências de dados ou para construir aplicativos, então eles tinham esse produto em que eles vendiam
1067560	1073400	as empresas, os consumidores eram outras empresas que utilizariam esse software dentro dos seus times.
1073400	1079080	O que a gente fazia como cientista de dados? Então era uma empresa bem pequena, 30 pessoas mais ou
1079080	1085320	menos, tinha um time até de cientista de dados, o que a gente fazia como cientista de dados era a gente
1085320	1092680	algumas funções ali dentro, então uma delas era ajudar aos consumidores, aos clientes em como utilizar
1092680	1097800	esse produto que a gente estava vendendo, então ensinar, de novo voltando para a história de
1097800	1103720	ensinar, você vê que as coisas vão reaparecendo, então eu tinha que ensinar como é que você utiliza
1103720	1109800	o produto, muita coisa a gente fazia online, mas também fui bastante visitar clientes e mostrar
1109800	1116600	ao vivo como é que funciona dando exemplos ou com dados em que eles forneciam, ou com dados que a gente
1116600	1122600	fazia para dar exemplos. Uma outra parte que a gente fazia era a documentação, então a parte da
1122600	1128840	documentação a gente escrevia porque era muito técnica, então a gente queria dar um exemplo de
1128840	1134440	como uma regressão logística funcionava, como o random forest funcionava, ou como é que você conectava
1134440	1141240	os operadores, então a gente escrevia bastante, a outra parte era em que a gente era como se fosse um
1141240	1147320	autor em que a empresa poderia levar a gente para trabalhar junto de um projeto, então vamos supor
1147320	1152040	que eu sou de uma empresa, essa empresa compra nosso software, mas eles não têm cientista de dados
1152040	1158040	dentro da empresa, então eles trabalhavam com a gente, a gente trabalhava no problema deles com
1158040	1163240	eles utilizando software, então essa era uma outra coisa que a gente fazia. Outra coisa interessante
1163240	1169280	é que esse software não tinha praticamente nada de programação, então foi um trabalho que eu quase
1169280	1174360	nunca programei, não escrevi código, porque a ideia realmente era essa de você não ter que
1174360	1180760	programar, em qualquer pessoa poderia utilizar ciência de dados, poderia utilizar esse software
1180760	1185480	para fazer suas análises, é como se fosse uma coisa de drag and drop, você vai conectando, você tem a
1185480	1191600	base de dados, aí você divide, vamos supor, você divide os seus dados em teste e treinamento, aí
1191600	1198800	você faz algum tipo de modelagem e assim vai, então você não tinha que saber programar. E a outra
1198800	1203720	coisa também que a gente fazia como cientista de dados é, como a gente trabalhava muito com
1203720	1208640	clientes, a gente tinha muito feedback do que eles falavam sobre o produto, então eu trazia esse
1208640	1214280	feedback para o resto do time, para o time de engenharia, para falar, olha, o cliente XYZ,
1214280	1219520	eles estão querendo muito essa nova feature e a gente não tem, será que a gente pode priorizar no
1219520	1224640	próximo lançamento para a gente colocar essa feature lá dentro, então a gente fazia isso. E aí
1224640	1231080	eu fui para a primeira empresa e chegou uma hora que eu resolvi mudar, é uma coisa que eu venho
1231080	1235560	fazendo ao longo dos anos, sempre quando eu vou pensando que eu estou querendo mudar de emprego,
1235560	1242440	eu sempre penso assim, o que eu quero fazer next, da próxima, então eu sempre tento pensar em algo
1242440	1248000	que eu não fiz antes ou algo que eu estou interessado e quero aprender, então quando eu sai dessa
1248000	1253760	empresa para a próxima, uma das coisas que me atraíram na mudança de emprego realmente foi
1253760	1258800	que eu quero aprender algo novo e aí a próxima empresa já foi completamente diferente que foi
1258800	1265160	uma empresa de advertisement, então eu tinha muita curiosidade de entender como é que funciona os
1265160	1271080	anúncios na internet, o que está por trás e fora a quantidade de dados que é recolhido, que a gente
1271080	1278240	coleta, então essa foi a minha segunda startup que eu comecei a trabalhar, que era de anúncios e
1278240	1286880	de data science, foi a única data scientist da empresa, que aí foi um desafio muito grande,
1286880	1293280	ser a única pessoa trabalhando com data science numa empresa que tínhamos 150 funcionários.
1293280	1298960	Como é que foi a evolução até você chegar na IBM? Como foi a tua entrada na IBM?
1298960	1304880	Então, aí passei por a segunda startup, essa de anúncio, depois fui para uma outra,
1304880	1312120	em que era na área de finanças, eles tinham um cartão de crédito em que o público inicial,
1312120	1318080	um dos grandes produtos deles era esse cartão de crédito focado a estudantes internacionais
1318080	1325080	aqui nos Estados Unidos, foi também diferente e aí quando eu estava para sair dessa startup,
1325080	1328960	eu falei, não, agora eu acho que eu quero para uma empresa maior, quero para uma empresa maior,
1328960	1334520	para ver como é que vai ser, qual é a diferença, eu acho que para mim deu um pouco essa história
1335280	1343360	da startup. A IBM tinha essa vaga que era, não tinha o nome como cientista de dados, era Developer
1343360	1349120	Advocate, Inteligência Artificial, Machine Learning, Data Science, e tinha a parte de Inteligência
1349120	1354520	Artificial, no nome e dentro da descrição do trabalho tinham várias coisas que me chamavam
1354520	1359520	atenção, com certeza o IA me chamou atenção e era algo que eu não tinha conhecimento ainda,
1359520	1365800	tinha parte de comunidade, que você ir falar em conferência, tinha parte de contribuir para
1365800	1371840	projetos open source, de software livre e aberto, e tinha muita coisa de várias tecnologias,
1371840	1376080	então isso me chamou bastante atenção naquela descrição do trabalho e quando eu fui fazer
1376080	1382840	entrevista eu amei o time, eu amei o que eles estavam fazendo, estava bastante alinhado com
1382840	1388840	o que eu queria fazer, foi aí que eu entrei para IBM, foi completamente diferente, desde o primeiro
1388840	1394440	trabalho porque saí de uma empresa, a última empresa a gente tinha 20 pessoas, uma empresa que
1394440	1400920	tinha 300 mil pessoas, então foi um choque primeiro muito grande com a quantidade de informação e
1400920	1406760	pessoas dentro dessa empresa. Você pode contar um pouco sobre o teu trabalho na IBM e como é que
1406760	1414680	foi você liderar um time de data scientists e AI também, o soft engineers na IBM? Claro, é, primeiro
1414680	1420280	eu não estava liderando, então eu era uma contribuidora individual, então eu não estava
1420280	1427120	gerenciando nenhum time e depois de alguns meses, três, quatro meses surgiu essa oportunidade de
1427120	1433880	gerenciar um time e foi um time que era focado em inteligência artificial e machine learning,
1433880	1438720	então o time era todo de open source, tudo que a gente fazia era open source, não tinha nada muito
1438720	1445560	de nada a produto, era realmente contribuir, inicialmente a nossa missão ali era contribuir
1445560	1450560	para projetos open source que fossem focados na área de dados e inteligência artificial machine
1450560	1455680	learning, a gente contribuía para projetos como TensorFlow que é um projeto da Google,
1455680	1463400	High Torch, projeto do Facebook, Spark, Apache Arrow e algumas outras bibliotecas do Python também,
1463400	1468480	a gente tinha alguns contribuidores, então era isso que a gente fazia, o pessoal, eu brigo assim que
1468560	1473680	era o melhor dos mundos para eles em que eles eram pagos para contribuir para projetos que são
1473680	1480320	utilizados por milhares de pessoas, então essa foi a nossa primeira time, depois eu adquiri mais
1480320	1486600	outros times, então o meu escopo aumentou em que eu tinha não só o time de inteligência artificial,
1486600	1493760	mas eu tinha um pessoal trabalhando com o Jupyter do Python, a galera trabalhando no Jupyter Labs e
1493760	1499920	com as ferramentas que foram criadas em cima do Jupyter e aí meu último cargo dentro da IBM
1499920	1506200	foi fazendo uma outra coisa diferente em que eu estava trabalhando com inovação, criando projetos
1506200	1515360	inovadores que viam da IBM Research e aí a ideia era colocar esses projetos para o mundo saber o que
1515360	1520600	a gente está fazendo, então esse foi meu último cargo dentro da IBM. É bacana demais isso né,
1520760	1526360	e conta um pouquinho mais sobre o Open Source, você mencionou que você teve a oportunidade aqui de
1526360	1532920	fazer contribuições para softwares relacionados à AI e data science que são usados por milhares
1532920	1539240	de pessoas e a importância da IBM reconhecer também que deveria fazer essa contribuição né,
1539240	1545960	e financiar um time ou vários times que faziam esse trabalho, bacana demais isso né, e foi bastante
1545960	1551480	legal o reconhecimento da empresa eu assumo né? É com certeza, e a IBM ela já tem uma história
1551480	1558760	de muitos anos em contribuir para projetos Open Source, já décadas, bastante tempo contribuindo
1558760	1564680	para outros projetos e a gente tinha também uma coisa que eu não mencionei, projetos que a gente
1564680	1570960	criava, um dos projetos que a gente tinha era pegar modelos de deep learning que são super complexos
1570960	1575680	e que são muito difíceis, fazer um wrap nele de uma maneira em que qualquer pessoa podia utilizar
1575680	1580840	esses modelos sem ter nenhum conhecimento prévio nessa área, então era como se fosse democratizar
1580840	1587080	o uso de inteligência artificial, então qualquer pessoa com computador e não precisava ser nada
1587080	1593320	muito potente conseguiria usar o que a gente estava produzindo. A outra parte que é legal de comentar
1593320	1600080	é que esses projetos de Open Source eles são geralmente criados por pessoas comuns, como se
1600080	1606160	fosse um side job, uma coisa que as pessoas fazem depois do trabalho ou quando tem tempo, mas que
1606160	1612800	são utilizados por todo mundo, se você pensar em Python, se você pensar em TensorFlow, esses projetos
1612800	1618680	são praticamente qualquer pessoa nessa área ou em outras áreas utilizam esses projetos, mas o
1618680	1624680	pessoal que contribui é uma quantidade muito pequena e a gente esquece que tem que ter investimento
1624680	1631680	então você está utilizando todos aqueles projetos de graça mas não está giving back, então empresas
1631680	1639280	reconhecem isso que é necessário que elas invistam de volta nesses projetos, até porque os produtos
1639280	1644320	que elas estão vendendo por trás elas estão utilizando todos esses projetos que são Open Source
1644320	1650480	e aquele projeto acabar eles vão ter que fazer alguma coisa na parte do produto para conseguir seguir em frente
1650480	1655520	Priela, enquanto a gente está falando aqui de Open Source e comunidade, conta um pouquinho para
1655520	1661240	gente sobre a criação do Our Ladies e o teu trabalho junto à organização, eu acho que você
1661240	1667480	inclusive hoje em dia você é membro do Our Foundation, certo? Isso, correto, é Our Ladies eu vou falar um
1667480	1672280	pouquinho o que significa Our Ladies e contar um pouquinho a história porque é muito legal e a gente
1672280	1679800	está fazendo 10 anos, a gente fez 10 anos esse ano e a ideia do Our Ladies, nossa missão, como é que a gente
1680080	1687400	fala, missão da organização é você trazer mais diversidade para a comunidade de R, então R é uma
1687400	1695440	linguagem de programação que inicialmente foi criada por estatísticos para ser utilizados inicialmente
1695440	1702720	na área da academia, em pesquisa, mas que cresceu e hoje em dia é utilizado por pessoas de várias áreas
1702720	1708520	não precisa ser só ciência de dados mas você tem jornalistas, você tem biólogos, você tem pessoa
1708520	1714840	que anda até com música usando R, pessoal de designer usando R, você tem várias áreas que utilizam R
1714840	1720240	e aí a história do Our Ladies foi muito legal porque tudo começou quando eu vim para os Estados Unidos
1720240	1728320	em 2012, eu estava aqui no meio desse borbulho, dessa explosão de coisas acontecendo em relação à
1728320	1733800	tecnologia, começou a história de Big Data e todo mundo tendo muito dado e dados sendo recolhido o
1733800	1740400	tempo inteiro, tudo que você fazia você estava sendo monitorado e aí tinha uma coisa muito legal
1740400	1745960	que quando eu descobri quando eu cheguei que era a história do Meetup, a plataforma do Meetup que é um
1745960	1752040	website em que eles têm vários tipos de eventos e aí eu descobri assim para mim abriu um horizonte,
1752040	1760240	eu descobri que existia esses eventos em que você podia ir, era de graça, aprender e a outra coisa
1760240	1765760	que para mim foi maravilhosa que tinha comida de graça, então eu comecei assim, primeiro que
1765760	1771600	eu cheguei e lia muita coisa em que eu não entendia a grande maioria do que estava sendo falado,
1771600	1777080	principalmente na área de ciência de dados e estatística, então tinha muitas palavras,
1777080	1782640	buzzwords que eu nunca tinha ouvido falar e aí indo para esses grupos eu falei vou me inscrever em todos
1782640	1787520	porque eu preciso entender o que esse pessoal está falando, como é que eu vou conseguir um emprego se
1787520	1793800	conseguir acompanhar o que está sendo falado, e aí comecei a me inscrever nos grupos de visualização
1793800	1800720	de dados, no grupo de Radoop, no grupo de SQL, no grupo de R, no grupo de Python, praticamente todas
1800720	1807160	as noites eu ia num evento e aí eu sempre brinco que para mim era o melhor dos mundos porque como
1807160	1813200	estudante, como a gente sabe dólar sempre é alto, o nosso budget que a gente tem ali para gastar no
1813200	1818240	mundo é muito restrito, muito caro, custo de vida é muito caro, então para mim era o melhor dos
1818240	1823520	mundos porque toda noite eu tinha um jantar garantido, aprendia de graça, comia de graça,
1823520	1830720	não tinha algo melhor do que isso, e aí várias coisas me chamaram a atenção, primeiro que todos
1830720	1836240	esses eventos eram feitos de forma voluntária, então as pessoas estavam ali depois da hora do
1836240	1843320	trabalho, hosting os eventos, falando sobre tecnologia, falando sobre alguma área, tinha
1843320	1850200	história do espaço, cedido, tinha comida, então todo mundo fazia isso no seu free time depois do
1850200	1855680	trabalho e era de maneira voluntária, e aí eu cheguei uma hora e falei caramba isso tudo é muito
